"ID","Salmean"
1160,34.846447
1161,34.846447
1162,34.846447
1163,34.846447
1164,34.846447
1165,34.846447
1166,34.846447
1167,34.846447
1168,34.846447
1169,34.846447
1170,34.846447
1171,34.846447
1172,34.846447
1173,34.846447
1174,34.846447
1175,34.846447
1176,34.846447
1177,34.846447
1178,34.846447
1179,34.846447
1180,34.846447
1181,34.846447
1182,34.846447
1183,34.846447
1184,34.846447
1185,34.846447
1186,34.846447
1187,34.846447
1188,34.846447
1189,34.846447
1190,34.846447
1191,34.846447
1192,34.846447
1193,34.846447
1194,34.846447
1195,34.846447
1196,34.846447
1197,34.846447
1198,34.846447
1199,34.846447
1200,34.846447
1201,34.846447
1202,34.846447
1203,34.846447
1204,34.846447
1205,34.846447
1206,34.846447
1207,34.846447
1208,34.846447
1209,34.846447
1210,34.846447
1211,34.846447
1212,34.846447
1213,34.846447
1214,34.818817
1215,34.818817
1216,34.818817
1217,34.818817
1218,34.818817
1219,34.818817
1220,34.818817
1221,34.522575
1222,34.522575
1223,34.530842
1224,34.530842
1225,34.530842
1226,34.530842
1227,34.530842
1228,34.530842
1229,34.585526
1230,34.585526
1231,34.601021
1232,34.601021
1233,34.601021
1234,34.601021
1235,34.601021
1236,34.601021
1237,34.601021
1238,33.702694
1239,33.702694
1240,33.702694
1241,33.554623
1242,33.554623
1243,33.554623
1244,33.554623
1245,33.554623
1246,33.554623
1247,33.554623
1248,33.554623
1249,33.554623
1250,33.55624
1251,33.623409
1252,33.627625
1253,33.627625
1254,33.627625
1255,33.627625
1256,33.627625
1257,33.627625
1258,33.627625
1259,33.645901
1260,33.645901
1261,33.645901
1262,33.657017
1263,33.657017
1264,33.657017
1265,33.600742
1266,33.600742
1267,33.600742
1268,33.600742
1269,33.600742
1270,33.600742
1271,33.603333
1272,33.610695
1273,33.610695
1274,33.610695
1275,33.610695
1276,33.62085
1277,33.62085
1278,33.62085
1279,33.62085
1280,33.62085
1281,33.62085
1282,33.62085
1283,33.62085
1284,33.62085
1285,33.642246
1286,33.642246
1287,33.642246
1288,33.65395
1289,33.65395
1290,33.65395
1291,33.65395
1292,33.674744
1293,33.674744
1294,33.674744
1295,33.674744
1296,33.674744
1297,33.674744
1298,33.674744
1299,33.674744
1300,33.674744
1301,33.674744
1302,33.674744
1303,33.674744
1304,33.674744
1305,33.674744
1306,33.628563
1307,33.628563
1308,33.628563
1309,33.628563
1310,33.628563
1311,33.628563
1312,33.628563
1313,33.628563
1314,33.628563
1315,33.628563
1316,33.628563
1317,33.628563
1318,33.65395
1319,33.65395
1320,33.65395
1321,33.65395
1322,33.65395
1323,33.65395
1324,33.65395
1325,33.65395
1326,33.614418
1327,33.614418
1328,33.614418
1329,33.614418
1330,33.614418
1331,33.614418
1332,33.614418
1333,33.614418
1334,33.599136
1335,33.599136
1336,33.599136
1337,33.599136
1338,33.599136
1339,33.599136
1340,34.789074
1341,34.789074
1342,34.797596
1343,34.797596
1344,34.797596
1345,34.784977
1346,34.784977
1347,34.784977
1348,34.784977
1349,34.788219
1350,34.797596
1351,34.797596
1352,34.788219
1353,34.788219
1354,34.788219
1355,34.788219
1356,34.788219
1357,34.788219
1358,34.788219
1359,34.788219
1360,34.788219
1361,34.788219
1362,34.788219
1363,34.788219
1364,34.788219
1365,34.788219
1366,34.788219
1367,34.788219
1368,34.788219
1369,34.788219
1370,34.788219
1371,34.788219
1372,34.788219
1373,34.779587
1374,34.775299
1375,34.775299
1376,34.775299
1377,34.775299
1378,34.775299
1379,34.775299
1380,34.775299
1381,34.772427
1382,34.772427
1383,34.779587
1384,34.779587
1385,34.779587
1386,34.779587
1387,34.779587
1388,34.779587
1389,33.939342
1390,33.939342
1391,33.939342
1392,NA
1393,NA
1394,NA
1395,NA
1396,NA
1397,NA
1398,NA
1399,34.494404
1400,34.494404
1401,34.494404
1402,34.494404
1403,34.494404
1404,34.494404
